study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp
PRJNA392905	SAMN07312126	SRX2978879	SRR5799412	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799412/SRR5799412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799412/SRR5799412_2.fastq.gz
PRJNA392905	SAMN07312124	SRX2978881	SRR5799414	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799414/SRR5799414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799414/SRR5799414_2.fastq.gz
PRJNA392905	SAMN07312072	SRX2978886	SRR5799419	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799419/SRR5799419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799419/SRR5799419_2.fastq.gz
PRJNA392905	SAMN07312069	SRX2978890	SRR5799423	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799423/SRR5799423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799423/SRR5799423_2.fastq.gz
PRJNA392905	SAMN07312068	SRX2978891	SRR5799424	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799424/SRR5799424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799424/SRR5799424_2.fastq.gz
PRJNA392905	SAMN07312067	SRX2978892	SRR5799425	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799425/SRR5799425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799425/SRR5799425_2.fastq.gz
PRJNA392905	SAMN07312066	SRX2978893	SRR5799426	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799426/SRR5799426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799426/SRR5799426_2.fastq.gz
PRJNA392905	SAMN07312059	SRX2978899	SRR5799432	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799432/SRR5799432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799432/SRR5799432_2.fastq.gz
PRJNA392905	SAMN07312056	SRX2978902	SRR5799435	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799435/SRR5799435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799435/SRR5799435_2.fastq.gz
PRJNA392905	SAMN07312054	SRX2978904	SRR5799437	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799437/SRR5799437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799437/SRR5799437_2.fastq.gz
PRJNA392905	SAMN07312052	SRX2978906	SRR5799439	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799439/SRR5799439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799439/SRR5799439_2.fastq.gz
PRJNA392905	SAMN07312051	SRX2978907	SRR5799440	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799440/SRR5799440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799440/SRR5799440_2.fastq.gz
PRJNA392905	SAMN07312049	SRX2978909	SRR5799442	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799442/SRR5799442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799442/SRR5799442_2.fastq.gz
PRJNA392905	SAMN07312105	SRX2978913	SRR5799446	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799446/SRR5799446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799446/SRR5799446_2.fastq.gz
PRJNA392905	SAMN07312104	SRX2978914	SRR5799447	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799447/SRR5799447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799447/SRR5799447_2.fastq.gz
PRJNA392905	SAMN07312103	SRX2978915	SRR5799448	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799448/SRR5799448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799448/SRR5799448_2.fastq.gz
PRJNA392905	SAMN07312099	SRX2978919	SRR5799452	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799452/SRR5799452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799452/SRR5799452_2.fastq.gz
PRJNA392905	SAMN07312095	SRX2978923	SRR5799456	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799456/SRR5799456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799456/SRR5799456_2.fastq.gz
PRJNA392905	SAMN07312089	SRX2978929	SRR5799462	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799462/SRR5799462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799462/SRR5799462_2.fastq.gz
PRJNA392905	SAMN07312088	SRX2978930	SRR5799463	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799463/SRR5799463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799463/SRR5799463_2.fastq.gz
PRJNA392905	SAMN07312087	SRX2978931	SRR5799464	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799464/SRR5799464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799464/SRR5799464_2.fastq.gz
PRJNA392905	SAMN07312078	SRX2978940	SRR5799473	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799473/SRR5799473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799473/SRR5799473_2.fastq.gz
PRJNA392905	SAMN07312077	SRX2978941	SRR5799474	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799474/SRR5799474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799474/SRR5799474_2.fastq.gz
PRJNA392905	SAMN07311971	SRX2978944	SRR5799477	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799477/SRR5799477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799477/SRR5799477_2.fastq.gz
PRJNA392905	SAMN07311969	SRX2978946	SRR5799479	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799479/SRR5799479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799479/SRR5799479_2.fastq.gz
PRJNA392905	SAMN07311968	SRX2978947	SRR5799480	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799480/SRR5799480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799480/SRR5799480_2.fastq.gz
PRJNA392905	SAMN07311963	SRX2978952	SRR5799485	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799485/SRR5799485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799485/SRR5799485_2.fastq.gz
PRJNA392905	SAMN07311958	SRX2978957	SRR5799490	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799490/SRR5799490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799490/SRR5799490_2.fastq.gz
PRJNA392905	SAMN07311956	SRX2978959	SRR5799492	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799492/SRR5799492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799492/SRR5799492_2.fastq.gz
PRJNA392905	SAMN07312117	SRX2978961	SRR5799494	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799494/SRR5799494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799494/SRR5799494_2.fastq.gz
PRJNA392905	SAMN07312115	SRX2978963	SRR5799496	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799496/SRR5799496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799496/SRR5799496_2.fastq.gz
PRJNA392905	SAMN07312113	SRX2978965	SRR5799498	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799498/SRR5799498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799498/SRR5799498_2.fastq.gz
PRJNA392905	SAMN07312112	SRX2978966	SRR5799499	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799499/SRR5799499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799499/SRR5799499_2.fastq.gz
PRJNA392905	SAMN07312111	SRX2978967	SRR5799500	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799500/SRR5799500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799500/SRR5799500_2.fastq.gz
PRJNA392905	SAMN07312106	SRX2978972	SRR5799505	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799505/SRR5799505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799505/SRR5799505_2.fastq.gz
PRJNA392905	SAMN07312000	SRX2978975	SRR5799508	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799508/SRR5799508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799508/SRR5799508_2.fastq.gz
PRJNA392905	SAMN07311997	SRX2978978	SRR5799511	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799511/SRR5799511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799511/SRR5799511_2.fastq.gz
PRJNA392905	SAMN07311996	SRX2978979	SRR5799512	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799512/SRR5799512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799512/SRR5799512_2.fastq.gz
PRJNA392905	SAMN07311992	SRX2978983	SRR5799516	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799516/SRR5799516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799516/SRR5799516_2.fastq.gz
PRJNA392905	SAMN07311988	SRX2978987	SRR5799520	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799520/SRR5799520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799520/SRR5799520_2.fastq.gz
PRJNA392905	SAMN07311986	SRX2978989	SRR5799522	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799522/SRR5799522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799522/SRR5799522_2.fastq.gz
PRJNA392905	SAMN07311985	SRX2978990	SRR5799523	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799523/SRR5799523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799523/SRR5799523_2.fastq.gz
PRJNA392905	SAMN07311983	SRX2978992	SRR5799525	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799525/SRR5799525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799525/SRR5799525_2.fastq.gz
PRJNA392905	SAMN07311980	SRX2978995	SRR5799528	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799528/SRR5799528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799528/SRR5799528_2.fastq.gz
PRJNA392905	SAMN07311979	SRX2978996	SRR5799529	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799529/SRR5799529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799529/SRR5799529_2.fastq.gz
PRJNA392905	SAMN07311978	SRX2978997	SRR5799530	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799530/SRR5799530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799530/SRR5799530_2.fastq.gz
PRJNA392905	SAMN07311976	SRX2978999	SRR5799532	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799532/SRR5799532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799532/SRR5799532_2.fastq.gz
PRJNA392905	SAMN07311975	SRX2979000	SRR5799533	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799533/SRR5799533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799533/SRR5799533_2.fastq.gz
PRJNA392905	SAMN07312021	SRX2979008	SRR5799541	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799541/SRR5799541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799541/SRR5799541_2.fastq.gz
PRJNA392905	SAMN07312023	SRX2979013	SRR5799546	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799546/SRR5799546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799546/SRR5799546_2.fastq.gz
PRJNA392905	SAMN07312017	SRX2979016	SRR5799549	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799549/SRR5799549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799549/SRR5799549_2.fastq.gz
PRJNA392905	SAMN07312016	SRX2979017	SRR5799550	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799550/SRR5799550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799550/SRR5799550_2.fastq.gz
PRJNA392905	SAMN07312014	SRX2979019	SRR5799552	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799552/SRR5799552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799552/SRR5799552_2.fastq.gz
PRJNA392905	SAMN07312013	SRX2979020	SRR5799553	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799553/SRR5799553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799553/SRR5799553_2.fastq.gz
PRJNA392905	SAMN07312006	SRX2979027	SRR5799560	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799560/SRR5799560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799560/SRR5799560_2.fastq.gz
PRJNA392905	SAMN07312005	SRX2979028	SRR5799561	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799561/SRR5799561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799561/SRR5799561_2.fastq.gz
PRJNA392905	SAMN10416995	SRX5006269	SRR8186433	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR818/003/SRR8186433/SRR8186433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR818/003/SRR8186433/SRR8186433_2.fastq.gz
PRJNA392905	SAMN10416993	SRX5006271	SRR8186435	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR818/005/SRR8186435/SRR8186435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR818/005/SRR8186435/SRR8186435_2.fastq.gz
PRJNA392905	SAMN07311955	SRX2978853	SRR5799386	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799386/SRR5799386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799386/SRR5799386_2.fastq.gz
PRJNA392905	SAMN07312041	SRX2978854	SRR5799387	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799387/SRR5799387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799387/SRR5799387_2.fastq.gz
PRJNA392905	SAMN07312043	SRX2978857	SRR5799390	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799390/SRR5799390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799390/SRR5799390_2.fastq.gz
PRJNA392905	SAMN07312035	SRX2978863	SRR5799396	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799396/SRR5799396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799396/SRR5799396_2.fastq.gz
PRJNA392905	SAMN07312033	SRX2978865	SRR5799398	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799398/SRR5799398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799398/SRR5799398_2.fastq.gz
PRJNA392905	SAMN07312031	SRX2978867	SRR5799400	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799400/SRR5799400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799400/SRR5799400_2.fastq.gz
PRJNA392905	SAMN07312030	SRX2978868	SRR5799401	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799401/SRR5799401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799401/SRR5799401_2.fastq.gz
PRJNA392905	SAMN07312136	SRX2978869	SRR5799402	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799402/SRR5799402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799402/SRR5799402_2.fastq.gz
PRJNA392905	SAMN07312132	SRX2978873	SRR5799406	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799406/SRR5799406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799406/SRR5799406_2.fastq.gz
PRJNA392905	SAMN07312131	SRX2978874	SRR5799407	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799407/SRR5799407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799407/SRR5799407_2.fastq.gz
PRJNA392905	SAMN07312130	SRX2978875	SRR5799408	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799408/SRR5799408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799408/SRR5799408_2.fastq.gz
PRJNA392905	SAMN07312129	SRX2978876	SRR5799409	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799409/SRR5799409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799409/SRR5799409_2.fastq.gz
PRJNA392905	SAMN07312128	SRX2978877	SRR5799410	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799410/SRR5799410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799410/SRR5799410_2.fastq.gz
PRJNA392905	SAMN07312125	SRX2978880	SRR5799413	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799413/SRR5799413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799413/SRR5799413_2.fastq.gz
PRJNA392905	SAMN07312074	SRX2978884	SRR5799417	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799417/SRR5799417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799417/SRR5799417_2.fastq.gz
PRJNA392905	SAMN07312073	SRX2978885	SRR5799418	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799418/SRR5799418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799418/SRR5799418_2.fastq.gz
PRJNA392905	SAMN07312070	SRX2978888	SRR5799421	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799421/SRR5799421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799421/SRR5799421_2.fastq.gz
PRJNA392905	SAMN07312063	SRX2978889	SRR5799422	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799422/SRR5799422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/002/SRR5799422/SRR5799422_2.fastq.gz
PRJNA392905	SAMN07312062	SRX2978896	SRR5799429	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799429/SRR5799429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799429/SRR5799429_2.fastq.gz
PRJNA392905	SAMN07312057	SRX2978901	SRR5799434	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799434/SRR5799434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799434/SRR5799434_2.fastq.gz
PRJNA392905	SAMN07312050	SRX2978908	SRR5799441	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799441/SRR5799441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799441/SRR5799441_2.fastq.gz
PRJNA392905	SAMN07312048	SRX2978910	SRR5799443	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799443/SRR5799443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799443/SRR5799443_2.fastq.gz
PRJNA392905	SAMN07312047	SRX2978911	SRR5799444	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799444/SRR5799444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/004/SRR5799444/SRR5799444_2.fastq.gz
PRJNA392905	SAMN07312046	SRX2978912	SRR5799445	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799445/SRR5799445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/005/SRR5799445/SRR5799445_2.fastq.gz
PRJNA392905	SAMN07312102	SRX2978916	SRR5799449	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799449/SRR5799449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799449/SRR5799449_2.fastq.gz
PRJNA392905	SAMN07312098	SRX2978920	SRR5799453	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799453/SRR5799453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/003/SRR5799453/SRR5799453_2.fastq.gz
PRJNA392905	SAMN07312094	SRX2978924	SRR5799457	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799457/SRR5799457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799457/SRR5799457_2.fastq.gz
PRJNA392905	SAMN07312093	SRX2978925	SRR5799458	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799458/SRR5799458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/008/SRR5799458/SRR5799458_2.fastq.gz
PRJNA392905	SAMN07312092	SRX2978926	SRR5799459	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799459/SRR5799459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799459/SRR5799459_2.fastq.gz
PRJNA392905	SAMN07312091	SRX2978927	SRR5799460	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799460/SRR5799460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799460/SRR5799460_2.fastq.gz
PRJNA392905	SAMN07312090	SRX2978928	SRR5799461	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799461/SRR5799461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/001/SRR5799461/SRR5799461_2.fastq.gz
PRJNA392905	SAMN07312085	SRX2978933	SRR5799466	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799466/SRR5799466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/006/SRR5799466/SRR5799466_2.fastq.gz
PRJNA392905	SAMN07312084	SRX2978934	SRR5799467	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799467/SRR5799467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/007/SRR5799467/SRR5799467_2.fastq.gz
PRJNA392905	SAMN07312082	SRX2978936	SRR5799469	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799469/SRR5799469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/009/SRR5799469/SRR5799469_2.fastq.gz
PRJNA392905	SAMN07312081	SRX2978937	SRR5799470	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799470/SRR5799470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR579/000/SRR5799470/SRR5799470_2.fastq.gz
